record_name,position,picture,type,conditional_changes,field_name,scale,description,notes
TRAILER,001-018,X(18),AN,,e_of_pershing,,Literally “EOFPERSHING” (end of Pershing file),
TRAILER,019-051,X(18),AN,,asset_transfer_summary_record_e,,"Literally “ACCOUNT
TRANSFER  ”",
TRAILER,052-061,X(10),AN,,data_of,,Literally “ DATA  OF  ”,
TRAILER,062-071,X(10),AN,,date_of_data,,DATE OF DATA = “MM/DD/CCYY”,
TRAILER,072-082,X(11),AN,,to_remote,,"Literally “
TO
REMOTE
”",
TRAILER,083-086,X(04),AN,,remote_id,,REMOTE ID = “XXXX”,
TRAILER,087-098,X(12),AN,,ends_here,,"Literally “
ENDS
HERE.
”",
TRAILER,099-120,X(22),AN,,total_detail_records,,"Literally “TOTAL
DETAIL
RECORDS:
”",
TRAILER,121-130,9(10),N,,number_of_detail_records,,NUMBER OF DETAIL RECORDS,
TRAILER,131-133,X(03),AN,,not_used,,Not Used,
TRAILER,134-142,X(09),AN,,file_status,,"Indicates if the file is REFRESHED/UPDATED/NOT APPLICABLE – literally “REFRESHED”, “UPDATED
”, or “
”",
TRAILER,143-514,X(372),AN,,not_used,,Not Used,
TRAILER,515-515,X(01),AN,,end_of_the_trailer_record,,Literally “Z”; indicates the end of the trailer record,
