record_name,position,picture,type,conditional_changes,field_name,scale,description,notes,,,,,,,,
A,342-342,X(01),AN,,blotter_code,,"BLOTTER CODE; values include:
“0” = Average Price, Allocated, Block, or Agent Cross Trade
“1” = Customer vs. the Street
“2” = Option
“3” = Agency, but used for Cash, Special Settlement next day trades
“5” = Principal Cross Trade
“6” = Syndicate Cross Trade
“8” = Principal Cross Trade/Over the Counter
“9” = Agency Cross Trade",,,,,,,,,
A,343-345,X(03),AN,,not_used,,Not Used,,,,,,,,,
A,346-349,X(04),AN,,settlement_location_code,,SETTLEMENT LOCATION CODE; see Appendix S for values,,,,,,,,,
A,350-353,X(04),AN,,counter_party_client,,COUNTER PARTY (CLIENT),,,,,,,,,
A,354-354,X(01),AN,,cancel_code,,"CANCEL CODE; values include:
“1” = Cancel
“” = Not Applicable",,,,,,,,,
A,355-355,X(01),AN,,correction_code,,"CORRECTION CODE; values include:
“1” = Correction
“5” = Post Settlement Cancel (CANCEL CODE = “1” in position 354 to be valid)
“” = Not Applicable",,,,,,,,,
A,356-356,X(01),AN,,open_close_indicator_for_options,,"OPEN/CLOSE INDICATOR FOR OPTIONS; values include:
“O” = Open
“C” = Close
“” = Not Applicable",,,,,,,,,
A,357-357,X(01),AN,,type_of_order,,"TYPE OF ORDER; values include:
“M” = Market
“L” = Limit
“D” = DOT (indicates via the computer system of the NYSE)
“P” = PER (indicates via the computer system of the AMEX)
“Z” = Derived (omnibus account, market, product)
Type of Order field will be blank if Cancel Code = “1”, Correction Code = “1”, Blotter Code = “4”, Trace/Treasury When-issued Indicator = “Y”, or if international transaction; type of Order would not apply or was not passed from the previous transaction",,,,,,,,,
A,358-358,X(01),AN,,discretion_exercised,,"DISCRETION EXERCISED; values include:
“Y” = Discretion exercised
“N” = Discretion not exercised
“” = Not Provided",,,,,,,,,
A,359-359,X(01),AN,,solicited_indicator,,"SOLICITED INDICATOR; values include:
“U” = Unsolicited
“S” = Solicited
“” = Not Provided",,,,,,,,,
A,360-360,X(01),AN,,fx_forward,,"FX FORWARD; FX trade tied to Equity or Fixed Income trade; applies only to FX transactions; values include:
“Y” = Yes, FX trade is tied to Equity or Fixed Income trade
“” = No, or not applicable",,,,,,,,,
A,361-368,X(08),AN,,user_id_of_person_who_entered_the_order,,USER ID OF PERSON WHO ENTERED THE ORDER; when available,,,,,,,,,
A,369-369,X(01),AN,,source_of_input,,SOURCE OF INPUT; see Appendix P for values,,,,,,,,,
A,370-370,X(01),AN,,no_transaction_fee_ntf_for_etf,,"NO TRANSACTION FEE (NTF) FOR EXCHANGE TRADED FUNDS (ETFs); values include
“E” = NTF ETF transaction
“” = Not an NTF transaction",,,,,,,,,
A,371-378,X(08),AN,,order_terminal_id,,ORDER TERMINAL ID,,,,,,,,,
A,379-383,9(05),N,,order_sequence_number,,ORDER SEQUENCE NUMBER,,,,,,,,,
A,384-384,X(01),AN,,capacity_code,,"CAPACITY CODE; values include:
“A” = Agency transaction
“M” = Mixed capacity
“P” = Principal transaction
“” = Not Available",,,,,,,,,
A,385-385,X(01),AN,,account_type_indicator_for_blue_sheet_reporting,,ACCOUNT TYPE INDICATOR FOR BLUE SHEET REPORTING; see Appendix S for values,,,,,,,,,
A,386-386,X(01),AN,,riskless_principal_indicator,,"RISKLESS PRINCIPAL INDICATOR; values include:
“R” = Riskless Principal Trade
“” = Not a Riskless Principal Trade",,,,,,,,,
A,387-387,X(01),AN,,trace_treasury_when_issued_indicator,,"TRACE/TREASURY WHEN-ISSUED INDICATOR; values include:
“Y” = When-issued security
“” = Not applicable or populated",,,,,,,,,
A,388-388,X(01),AN,,short_trade,,"SHORT TRADE; indicates a short sale trade; values include:
“O” = Short Sale on offset side of trade (indicated on BUY side of linked cross trade)
“S” = Short and Non-Exempt (indicated on the SELL side)
“X” = Short and Exempt (indicated on the SELL side)
“Y” = Short and Exempt on offset of trade (indicated on BUY side of linked cross trade)
“” = Not applicable",,,,,,,,,
A,389-389,X(01),AN,,syndicate_indicator,,"SYNDICATE INDICATOR; values include:
“Y” = Syndicate Trade
“N” or “” = Non-syndicate Trade",,,,,,,,,
A,390-390,X(01),AN,,odd_lot_code,,"ODD LOT CODE; identifies an odd-lot trade; values include:
“Y” = Odd-Lot trade
“N” or “” = Not an Odd-Lot Trade",,,,,,,,,
A,391-391,X(01),AN,,mutual_fund_values,,"MUTUAL FUND VALUES; values include:
“” = Load or No Load, Networked or non-Networked Trade, or Not Applicable if not a Mutual Fund
“A” = Load, FundServ, Networked Exchange; if security is an equity, used to suppress automated trade submissions to SIAC. If a trade was executed on AMEX or NYSE and executed through DOT or is an OTC trade and security is ACT-eligible, an “A” is populated. Automated trades are submitted to SIAC upon execution, preventing duplicated streetside submission.
“B” = Load, FundServ, non-Networked Exchange
“C” = Load, FundServ, Networked Trade
“D” = Load, FundServ, non-Networked Trade
“E” = Load or No-Load, non-FundServ, Networked or non-Networked Exchange
“F” = Load, non-FundServ Surcharge
“G” = No-Load, FundServ, Networked Exchange
“H” = No-Load, FundServ, non-Networked Exchange
“I” = No-Load, FundServ, Networked Trade
“J” = No-Load, FundServ, non-Networked Trade
“K” = No Transaction Fee (NTF), Load or No-Load, FundServ or non-FundServ, Networked or non-Networked Trade
“L” = No Transaction Fee (NTF), Below Minimum Load or No-Load, FundServ, or non-FundServ, Networked or non-Networked Trade
“M” = No Transaction Fee (NTF), Short Term Redemption Load or No-Load, FundServ or non-FundServ, Networked or non-Networked Trade
“N” = No Transaction Fee (NTF), SRS Load or No-Load, FundServ or non-FundServ, Networked or non-Networked Trade
“O” = NTF, Systematic Reinvestment System (SRS) Load or No-Load, FundServ or non-FundServ, Networked or non-Networked Exchange
“P” = NTF, SRS Below Minimum Load or No-Load, FundServ or non-FundServ, Networked or non-Networked Trade
“Q” = NTF, SRS Short Term Redemption Load or No-Load, FundServ or non-FundServ, Networked or non-Networked Trade
“R” = Systematic Reinvestment System (SRS) Reinvestment Trade
“S” = SRS Trade
“T” = SRS Exchange
“U” = NTF, SRS Short Term Redemption Load or No-Load, Fund or non-FundServ, Networked/non Exchange
“Z” = No-Load, FundServ, non-Exchange, non-SRS, non-NTF trade for eligible surcharge fund
“0” = No-Load, non-FundServ, non-Exchange, non-SRS, non-NTF trade for eligible surcharge fund
“9” = Load, FundServ Surcharge
“$” = Offshore Flex, Load or No-Load, SRS, Exchange, FundServ or non-FundServ, Networked or non-Networked Trade",,,,,,,,,
A,392-392,X(01),AN,,spread_straddle_indicator,,"SPREAD/STRADDLE INDICATOR; for options only; values include:
“S” = Spread
“T” = Straddle
“” = Not Applicable",,,,,,,,,
A,393-397,X(05),AN,,batch_code,,BATCH CODE,,,,,,,,,
A,398-405,X(08),AN,,investment_manager_code,,INVESTMENT MANAGER CODE,,,,,,,,,
A,406-406,X(01),AN,,dollar_roll_indicator,,"DOLLAR ROLL INDICATOR; defines a type of trading strategy used in a given transaction; values include:
“B” = Series futures contracts (applies to Treasury trades)
“D” = Dollar roll (applies to MBS trades)
“S” = Series away from market (applies to Treasury trades)
“W” = Weighted average price (applies to MBS trades)",,,,,,,,,
A,407-407,X(01),AN,,hedged_transaction_indicator,,"HEDGED TRANSACTION INDICATOR; values include:
“H” = Hedged transaction
“ ” = Not Applicable",,,,,,,,,
A,408-409,X(02),AN,,not_used,,Not Used,,,,,,,,,
A,410-419,X(10),AN,,offset_account,,OFFSET ACCOUNT; street-side account,,,,,,,,,
A,420-426,X(07),AN,,not_used,,Not Used,,,,,,,,,
A,427-430,X(04),AN,,executing_broker,,EXECUTING BROKER,,,,,,,,,
A,431-434,X(04),AN,,major_brokerage_badge_number,,MAJOR BROKERAGE BADGE NUMBER,,,,,,,,,
A,435-438,X(04),AN,,contra_broker,,"CONTRA BROKER; broker-dealer, market maker, broker acting as an agent, or
dealer acting as principal offset account; street-side account",,,,,,,,,
A,439-442,X(04),AN,,minor_brokerage_badge_number,,MINOR BROKERAGE BADGE NUMBER,,,,,,,,,
A,443-445,X(03),AN,,trader_initials,,TRADER INITIALS,,,,,,,,,
A,446-446,X(01),AN,,step_in_step_out_indicator,,"STEP IN/STEP OUT INDICATOR; values include:
“I” = Step In
“O” = Step Out
“ ” = Not Applicable",,,,,,,,,
A,447-448,X(02),AN,,execution_terminal,,EXECUTION TERMINAL,,,,,,,,,
A,449-454,X(06),AN,,not_used,,Not Used,,,,,,,,,
A,455-459,9(05),N,,execution_sequence_number,,EXECUTION SEQUENCE NUMBER,,,,,,,,,
A,460-465,X(06),AN,,not_used,,Not Used,,,,,,,,,
A,466-466,X(01),AN,,prime_broker_indicator,,"PRIME BROKER INDICATOR; values include:
“P” = Prime Broker
“Q” = Prime Broker; COD Account
“ ” = Not Applicable",,,,,,,,,
A,467-469,X(03),AN,,country_of_citizenship,,COUNTRY OF CITIZENSHIP; see Appendix Q for values,,,,,,,,,
A,470-472,X(03),AN,,country_state_of_residence,,COUNTRY/STATE OF RESIDENCE; see Appendix Q for values,,,,,,,,,
A,473-473,X(01),AN,,withholding_code_tax_exempt_indicator,,"WITHHOLDING CODE/TAX EXEMPT INDICATOR; values include:
“0” = No Adoption Agreement
“1” = Adoption Agreement
“ ” = Non-custodian",,,,,,,,,
A,474-476,X(03),AN,,base_currency,,BASE CURRENCY; see Appendix N for values,,,,,,,,,
A,477-494,9(09)v9(09),N,,base_currency_exchange_rate,,BASE CURRENCY EXCHANGE RATE,,,,,,,,,
A,495-495,X(01),AN,,base_currency_multiply_divide_code,,"BASE CURRENCY MULTIPLY/DIVIDE CODE; values include:
“M” = Multiply
“D” = Divide",,,,,,,,,
A,496-505,X(10),AN,,not_used,,Not Used,,,,,,,,,
A,506-508,X(03),AN,,primary_execution_investment_professional,,PRIMARY EXECUTION INVESTMENT PROFESSIONAL,,,,,,,,,
A,509-509,X(01),AN,,not_used,,Not Used,,,,,,,,,
A,510-512,X(03),AN,,investment_professional_2_override,,INVESTMENT PROFESSIONAL 2 OVERRIDE,,,,,,,,,
A,513-513,X(01),AN,,not_used,,Not Used,,,,,,,,,
A,514-531,9(09)v9(09),N,,investment_professional_2_percentage,,INVESTMENT PROFESSIONAL 2 PERCENTAGE,,,,,,,,,
A,532-534,X(03),AN,,investment_professional_3_override,,INVESTMENT PROFESSIONAL 3 OVERRIDE,,,,,,,,,
A,535-535,X(01),AN,,not_used,,Not Used,,,,,,,,,
A,536-553,9(09)v9(09),N,,investment_professional_3_percentage,,INVESTMENT PROFESSIONAL 3 PERCENTAGE,,,,,,,,,
A,554-558,X(05),AN,,not_used,,Not Used,,,,,,,,,
A,559-559,X(01),AN,,security_type_code,,SECURITY TYPE CODE; see Appendix B for values,,,,,,,,,
A,560-560,X(01),AN,,security_modifier_code,,SECURITY MODIFIER CODE; see Appendix B for values,,,,,,,,,
A,561-561,X(01),AN,,security_calculation_code,,SECURITY CALCULATION CODE; see Appendix B for values,,,,,,,,,
A,562-564,X(03),AN,,minor_product_code,,MINOR PRODUCT CODE; see Appendix B for values,,,,,,,,,
A,565-572,X(08),AN,,asset_type,,ASSET TYPE; see Appendix B for values,,,,,,,,,
A,573-580,X(08),AN,,asset_subtype,,ASSET SUBTYPE; see Appendix B for values,,,,,,,,,
A,581-588,X(08),AN,,asset_sub_subtype,,ASSET SUB-SUBTYPE; see Appendix B for values,,,,,,,,,
A,589-590,X(02),AN,,not_used,,Not Used,,,,,,,,,
A,591-594,X(04),AN,,international_exchange_code,,INTERNATIONAL EXCHANGE CODE; see Appendix S for values,,,,,,,,,
A,595-603,X(09),AN,,underlying_cusip,,UNDERLYING CUSIP,,,,,,,,,
A,604-610,X(07),AN,,not_used,,Not Used,,,,,,,,,
A,611-628,9(09)v9(09),N,,strike_price,,STRIKE PRICE; the price at which an option can be exercised,,,,,,,,,
A,629-643,9(03)v9(12),N,,pool_factor,,POOL FACTOR,,,,,,,,,
A,644-644,X(01),AN,,non_us_security_indicator,,"NON-US SECURITY INDICATOR; values include:
“1” = Non-US Security
“2” = ADR/Canadian
“” = US Security",,,,,,,,,
A,645-645,X(01),AN,,continuous_net_settlement_cns_eligibility,,"CONTINUOUS NET SETTLEMENT (CNS) ELIGIBILITY; values include:
“1” = CNS Eligible
“” = Not CNS Eligible",,,,,,,,,
A,646-646,X(01),AN,,depository_trust_company_dtc_eligibilty,,"DEPOSITORY TRUST COMPANY (DTC) ELIGIBILTY; values include:
“1” = DTC Eligible
“” = Not DTC Eligible",,,,,,,,,
A,647-647,X(01),AN,,buy_in_trade_execution_indicator,,"BUY-IN TRADE EXECUTION INDICATOR, effective Q1 2022
Y = Buy-in Execution
N = Not Buy-in Execution
“” = Not populated or applicable",,,,,,,,,
A,648-655,9(08),N,,ex_dividend_date,,"EX-DIVIDEND DATE, in CCYYMMDD format",,,,,,,,,
A,656-663,9(08),N,,record_date,,"RECORD DATE, in CCYYMMDD format",,,,,,,,,
A,664-665,9(02),N,,number_of_description_lines,,NUMBER OF DESCRIPTION LINES,,,,,,,,,
A,666-685,X(20),AN,,description_line_1,,DESCRIPTION LINE 1,,,,,,,,,
A,686-705,X(20),AN,,description_line_2,,DESCRIPTION LINE 2,,,,,,,,,
A,706-725,X(20),AN,,description_line_3,,DESCRIPTION LINE 3,,,,,,,,,
A,726-745,X(20),AN,,description_line_4,,DESCRIPTION LINE 4,,,,,,,,,
A,746-765,X(20),AN,,description_line_5,,DESCRIPTION LINE 5,,,,,,,,,
A,766-785,X(20),AN,,description_line_6,,DESCRIPTION LINE 6,,,,,,,,,
A,786-786,X(01),AN,,legend_code_1,,LEGEND CODE 1; see Appendix K for values,,,,,,,,,
A,787-787,X(01),AN,,not_used,,Not Used,,,,,,,,,
A,788-788,X(01),AN,,legend_code_2,,LEGEND CODE 2; see Appendix K for values,,,,,,,,,
A,789-795,X(07),AN,,not_used,,Not Used,,,,,,,,,
A,796-797,X(02),AN,,legend_code_one,,LEGEND CODE ONE; see Appendix K for values,,,,,,,,,
A,798-799,X(02),AN,,legend_code_two,,LEGEND CODE TWO; see Appendix K for values,,,,,,,,,
A,800-801,X(02),AN,,legend_code_three,,LEGEND CODE THREE; see Appendix K for values,,,,,,,,,
A,802-803,X(02),AN,,legend_code_four,,LEGEND CODE FOUR; see Appendix K for values,,,,,,,,,
A,804-805,X(02),AN,,legend_code_five,,LEGEND CODE FIVE; see Appendix K for values,,,,,,,,,
A,806-807,X(02),AN,,legend_code_six,,LEGEND CODE SIX; see Appendix K for values,,,,,,,,,
A,808-809,X(02),AN,,not_used,,Not Used,,,,,,,,,
A,810-829,X(20),AN,,trailer_line_one,,TRAILER LINE ONE,,,,,,,,,
A,830-849,X(20),AN,,trailer_line_two,,TRAILER LINE TWO,,,,,,,,,
A,850-869,X(20),AN,,trailer_line_three,,TRAILER LINE THREE,,,,,,,,,
A,870-889,X(20),AN,,trailer_line_four,,TRAILER LINE FOUR,,,,,,,,,
A,890-909,X(20),AN,,trailer_line_five,,TRAILER LINE FIVE,,,,,,,,,
A,910-929,X(20),AN,,trailer_line_six,,TRAILER LINE SIX,,,,,,,,,
A,930-949,X(20),AN,,trailer_line_seven,,TRAILER LINE SEVEN,,,,,,,,,
A,950-969,X(20),AN,,trailer_line_eight,,TRAILER LINE EIGHT,,,,,,,,,
A,970-989,X(20),AN,,trailer_line_nine,,TRAILER LINE NINE,,,,,,,,,
A,990-996,X(07),AN,,mips_comment_rules_engine,,MIPS COMMENT; reserved for Rules Engine message; will display “RE-APRV” if systematically approved,,,,,,,,,
A,997-1012,X(16),AN,,mips_comment_netx360,,MIPS COMMENT; free-formatted information that was entered in NetX360,,,,,,,,,
A,1013-1013,X(01),AN,,source_of_initial_funds_purchase_indicator,,"SOURCE OF INITIAL FUNDS PURCHASE INDICATOR; values include:
“0” = Not Initial Purchase
“1” = Initial Purchase
“2” = Not Initial Purchase – Share Class Not Reviewed
“3” = Initial Purchase – Share Class Not Reviewed
“4” = Not Initial Purchase – Share Class Reviewed
“5” = Initial Purchase – Share Class Reviewed
“6” = Share Class Reviewed
“7” = Share Class Not Reviewed",,,,,,,,,
A,1014-1014,X(01),AN,,source_of_funds,,"SOURCE OF FUNDS; values include:
“2” = Account Credit Balance/Money Market
“3” = MF/UIT Redemption
“4” = Annuity Redemption
“5” = New Monies
“6” = Other Advisory Account
“7” = Rollover/Qualified Account
“8” = Securities Liquidation",,,,,,,,,
A,1015-1034,X(20),AN,,mips_comment,,MIPS COMMENT,,,,,,,,,
A,1035-1040,X(06),AN,,option_root_id,,OPTION ROOT ID,,,,,,,,,
A,1041-1046,9(06),N,,expiration_date,,"EXPIRATION DATE, in YYMMDD format",,,,,,,,,
A,1047-1047,X(01),AN,,call_put_indicator,,"CALL/PUT INDICATOR; values include:
“B” = Bank Pledge (Call)
“C” = Call
“D” = Bank Pledge (Put)
“E” = Escrow Receipt
“L” = Letter of Credit (Call)
“M” = Letter of Credit (Put)
“P” = Put",,,,,,,,,
A,1048-1055,05)v9(03),N,,strike_price,,STRIKE PRICE,,,,,,,,,
A,1056-1059,X(04),AN,,mbs_mpid,,MORTGAGE-BACKED SECURITIES MARKET PARTICIPANT IDENTIFICATION (MBS MPID),,,,,,,,,
A,1060-1060,X(01),AN,,bunched_trade_indicator,,"BUNCHED TRADE INDICATOR; values include:
“Y” = Bunched trade
“N” = Not a bunched trade",,,,,,,,,
A,1061-1061,X(01),AN,,confirm_print_indicator,,"CONFIRM PRINT INDICATOR; values include:
“Y” = Duplicate corrected confirm generated
“N” = Not applicable",,,,,,,,,
A,1062-1077,X(16),AN,,international_non_dollar_symbol,,INTERNATIONAL NON-DOLLAR SYMBOL,,,,,,,,,
A,1078-1078,X(01),AN,,cmta_indicator,,"CMTA INDICATOR; values include:
“1” = CMTA out
“2” = CMTA in
“” = Not Applicable",,,,,,,,,
A,1079-1082,X(04),AN,,cmta_broker_number,,CMTA BROKER NUMBER,,,,,,,,,
A,1083-1084,X(02),AN,,confirmation_code_one,,CONFIRMATION CODE ONE; see Appendix S for values,,,,,,,,,
A,1085-1086,X(02),AN,,confirmation_code_two,,CONFIRMATION CODE TWO; see Appendix S for values,,,,,,,,,
A,1087-1088,X(02),AN,,confirmation_code_three,,CONFIRMATION CODE THREE; see Appendix S for values,,,,,,,,,
A,1089-1090,X(02),AN,,confirmation_code_four,,CONFIRMATION CODE FOUR; see Appendix S for values,,,,,,,,,
A,1091-1108,9(09)v9(09),N,,prevailing_market_price,,PREVAILING MARKET PRICE (PMP); applies to Brokerage only; all zeroes represents “not provided”,,,,,,,,,
A,1109-1126,9(16)v9(02),N,,total_amount_of_mark_up_down,,TOTAL AMOUNT OF MARK UP/DOWN; applies to Brokerage only; this is the mark up amount for a buy trade or the mark down amount for a sell trade,,,,,,,,,
A,1127-1127,X(01),AN,,total_amount_of_mark_up_down_sign,,"TOTAL AMOUNT OF MARK UP/DOWN SIGN; applies to Brokerage only; values include:
“+” = Positive value
“-” = Negative value
“” = Not Applicable or Zeroes",,,,,,,,,
A,1128-1136,9(04)v9(05),N,,prevailing_market_price_percent,,PREVAILING MARKET PRICE PERCENT; applies to Brokerage only; the sign for the percentage is the same as the sign for the Mark Up/Mark Down in position 1127,,,,,,,,,
A,1137-1148,9(12),N,,expanded_execution_time,,"EXPANDED EXECUTION TIME, in HHMISSNNNNNN format",,,,,,,,,
A,1149-1157,X(09),AN,,error_account_number,,ERROR ACCOUNT NUMBER; for cancels and corrections,,,,,,,,,
A,1158-1158,X(01),AN,,reserved,,Reserved,,,,,,,,,
A,1159-1241,X(83),AN,,not_used,,Not Used,,,,,,,,,
A,1242-1249,X(08),AN,,for_pershing_internal_use_only_fist,,For Pershing Internal Use Only (FIST),,,,,,,,,
A,1250-1250,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record A,,,,,,,,,
B,001-002,X(02),AN,,transaction_code,,"TRANSACTION CODE; values include:
“GE” = GTDE
“GS” = GSDE",,,,,,,,,
B,003-003,X(01),AN,,record_indicator_value,,RECORD INDICATOR VALUE = “B”,,,,,,,,,
B,004-011,9(08),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “00000001”,,,,,,,,,
B,012-021,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (5), Check Digit (1), Type (1); see Record A position 012-021 for Type values",,,,,,,,,
B,022 - 022,X(01),AN,,not_used,,Not Used,,,,,,,,,
B,023 - 025,X(03),AN,,ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
B,026-042,X(17),AN,,not_used,,Not Used,,,,,,,,,
B,043 - 060,9(13)v9(05),N,,quantity,,QUANTITY,,,,,,,,,
B,061 - 061,X(01),AN,,quantity_sign,,"QUANTITY SIGN; values include:
“+” = Positive Quantity
“-” = Negative Quantity
“ ” = Not Applicable or Zeroes",,,,,,,,,
B,062 - 079,9(09)v9(09),N,,price,,PRICE; the actual price of the customer transaction; displays on confirmations,,,,,,,,,
B,080 - 082,X(03),AN,,trade_currency,,"TRADE CURRENCY; see Appendix N, “Currency Codes”",,,,,,,,,
B,083 - 083,X(01),AN,,basis_price_indicator,,"BASIS PRICE INDICATOR; indicates how the price was entered; values include:
“ ” = Dollar Price
“1” = Yield
“D” = Discount
“2” = Mutual Fund",,,,,,,,,
B,084 - 100,9(08)v9(09),N,,yield,,YIELD,,,,,,,,,
B,101 - 101,X(01),AN,,yield_sign,,"YIELD SIGN; values include:
“+” = Positive Yield
“-” = Negative Yield
“ ” = Not Applicable",,,,,,,,,
B,102 - 118,9(08)v9(09),N,,yield_to_worst,,YIELD TO WORST,,,,,,,,,
B,119 - 119,X(01),AN,,yield_to_worst_sign,,"YIELD TO WORST SIGN; values include:
“+” = Positive Yield to Worst
“-” = Negative Yield to Worst
“” = Not Applicable",,,,,,,,,
B,120 - 121,X(02),AN,,yield_to_worst_code,,"YIELD TO WORST CODE; values include:
“M” = Yield to Maturity
“O” = Yield to Par
“C” = Yield to Call
“P” = Yield to Put
“R” = Yield to Pre-refunded
“” = Not Applicable",,,,,,,,,
