record_name,position,picture,type,conditional_changes,field_name,scale,description,notes
D,001 - 001,,Char,,RecordIndicator,,,
D,002 - 007,,Char,,IDSequenceNumber,,,
D,008 - 016,,Char,,CusipNumber,,,
D,017 - 020,,VarChar,,NotUsed1D,,,
D,021 - 040,,VarChar,,SecurityDescriptionLine6,,,
D,041 - 049,,Decimal,,PutPrice,,,
D,050 - 056,,DateTime,,PutDate,,,
D,057 - 065,,Decimal,,SecondPremiumCallPrice,,,
D,066 - 072,,DateTime,,SecondPremiumCallDate,,,
D,073 - 079,,DateTime,,CalledDate,,,
D,080 - 087,,VarChar,,PoolNumber,,,
D,088 - 097,,Int,,Factor,,,
D,098 - 104,,DateTime,,FactorDate,,,
D,105 - 114,,Int,,PreviousFactor,,,
D,115 - 121,,DateTime,,PreviousFactorDate,,,
D,122 - 122,,Char,,VariableRateIndicator,,,
D,123 - 129,,DateTime,,NextLastCouponDate,,,
D,130 - 130,,Char,,IsStructuredProduct,,,
D,131 - 131,,VarChar,,Notused3D,,,
D,132 - 132,,Char,,LiterallyD,,,
E,001 - 001,,Char,,RecordIndicatorE,,,
E,002 - 007,,Char,,IDSequenceNumberE,,,
E,008 - 016,,Char,,CusipNumberE,,,
E,017 - 020,,VarChar,,NotUsed1E,,,
E,021 - 038,,Decimal,,ExpandedFirstCallPriceForFixed,,,
E,039 - 056,,Decimal,,ExpandedFirstPARCallPriceForFixed,,,
E,057 - 074,,Decimal,,ExpandedPutPrice,,,
E,075 - 092,,Decimal,,ExpandedSecondPremiumCallPrice,,,
E,093 - 124,,VarChar,,NameOfTheIssuerOfTheSecurity,,,
E,125 - 127,,VarChar,,IssuingCurrency,,,
E,128 - 131,,VarChar,,NotUsed2E,,,
E,132 - 132,,Char,,LiterallyE,,,
F,001 - 001,,Char,,RecordIndicatorF,,,
F,002 - 007,,Char,,IDSequenceNumberF,,,
F,008 - 016,,Char,,CusipNumberF,,,
F,017 - 020,,VarChar,,NotUsed1F,,,
F,021 - 038,,Decimal,,ExpandedBidPrice,,,
F,039 - 056,,Decimal,,ExpandedAskPrice,,,
F,057 - 074,,Decimal,,ExpandedPreviousDayPrice,,,
F,075 - 092,,Decimal,,ExpandedLatestPrice,,,
F,093 - 110,,Decimal,,ExpandedEndOfMonthPrice,,,
F,111 - 127,,Int,,ContractShareQuantity,,,
F,128 - 131,,VarChar,,NotUsed2F,,,
F,132 - 132,,Char,,LiterallyF,,,
G,001 - 001,,Char,,RecordIndicatorG,,,
G,002 - 007,,Char,,IDSequenceNumberG,,,
G,008 - 016,,Char,,CusipNumberG,,,
G,017 - 020,,VarChar,,NotUsed1G,,,
G,021 - 052,,VarChar,,SedolCode,,,
G,053 - 064,,VarChar,,ISIN,,,
G,065 - 079,,VarChar,,IssuerIdentifier,,,
G,080 - 084,,Char,,NotUsed3G,,,
G,085 - 100,,VarChar,,SymbolOfTheUnderlyingSecurity,,,
G,101 - 108,,VarChar,,AssetType,,,
G,109 - 116,,VarChar,,AssetSubtype,,,
G,117 - 124,,VarChar,,AssetSub-Subtype,,,
G,125 - 131,,VarChar,,NotUsed2G,,,
G,132 - 132,,Char,,LiterallyG,,,
H,001 - 001,,Char,,RecordIndicatorH,,,
H,002 - 007,,Char,,IDSequenceNumberH,,,
H,008 - 016,,Char,,CusipNumberH,,,
H,017 - 020,,VarChar,,NotUsed1H,,,
H,021 - 038,,Int,,ExchangeRateBetweenDenomCurrency,,,
H,039 - 047,,VarChar,,UnderlyingCusip1,,,
H,048 - 051,,VarChar,,NotUsed3H,,,
H,052 - 056,,Int,,DeliverableUnitQuantity1,,,
H,057 - 065,,VarChar,,UnderlyingCusip2,,,
H,066 - 069,,VarChar,,NotUsed4H,,,
H,070 - 074,,Int,,DeliverableUnitQuantity2,,,
H,075 - 083,,VarChar,,UnderlyingCusip3,,,
H,084 - 087,,VarChar,,NotUsed5H,,,
H,088 - 092,,Int,,DeliverableUnitQuantity3,,,
H,093 - 101,,VarChar,,UnderlyingCusip4,,,
H,102 - 105,,VarChar,,NotUsed6H,,,
H,106 - 110,,Int,,DeliverableUnitQuantity4,,,
H,111 - 113,,VarChar,,NotUsed7H,,,
H,114 - 131,,Decimal,,OustandingShares,,,
H,132 - 132,,Char,,LiterallyH,,,
I,001 - 001,,Char,,RecordIndicatorI,,,
I,002 - 007,,Char,,IDSequenceNumberI,,,
I,008 - 016,,Char,,CusipNumberI,,,
I,017 - 020,,VarChar,,NotUsed1I,,,
I,021 - 026,,Char,,OptionRootID,,,
I,027 - 032,,DateTime,,ExpirationDate,,,
I,033 - 033,,Char,,CallPutIndicator,,,
I,034 - 041,,Decimal,,StrikePrice,,,
I,042 - 042,,VarChar,,FundType,,,
I,043 - 043,,VarChar,,BroadNarrowIndicator,,,
I,044 - 061,,Decimal,,LeverageFactor,,,
I,062 - 062,,VarChar,,LeverageFactorSign,,,
I,063 - 070,,DateTime,,OutStandingSharesDate,,,
I,071 - 131,,VarChar,,NotUsed2I,,,
I,132 - 132,,Char,,LiterallyI,,,
