TABLE_NAME,START_DATE,END_DATE,STATUS
[AUMHistory].[ExternalAccount],20230428,,NOT_YET_LOADED
[AUMHistory].[Investor],20230331,,NOT_YET_LOADED
[AUMHistory].[Position],20230331,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20230331,,NOT_YET_LOADED
[AUMHistory].[Investor],20230228,,NOT_YET_LOADED
[AUMHistory].[Position],20230228,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20230228,,NOT_YET_LOADED
[AUMHistory].[Investor],20230131,,NOT_YET_LOADED
[AUMHistory].[Position],20230131,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20230131,,NOT_YET_LOADED
[AUMHistory].[Investor],20221230,,NOT_YET_LOADED
[AUMHistory].[Position],20221230,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20221230,,NOT_YET_LOADED
[AUMHistory].[Investor],20221130,,NOT_YET_LOADED
[AUMHistory].[Position],20221130,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20221130,,NOT_YET_LOADED
[AUMHistory].[Investor],20221031,,NOT_YET_LOADED
[AUMHistory].[Position],20221031,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20221031,,NOT_YET_LOADED
[AUMHistory].[Investor],20220930,,NOT_YET_LOADED
[AUMHistory].[Position],20220930,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220930,,NOT_YET_LOADED
[AUMHistory].[Investor],20220831,,NOT_YET_LOADED
[AUMHistory].[Position],20220831,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220831,,NOT_YET_LOADED
[AUMHistory].[Investor],20220729,,NOT_YET_LOADED
[AUMHistory].[Position],20220729,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220729,,NOT_YET_LOADED
[AUMHistory].[Investor],20220630,,NOT_YET_LOADED
[AUMHistory].[Position],20220630,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220630,,NOT_YET_LOADED
[AUMHistory].[Investor],20220531,,NOT_YET_LOADED
[AUMHistory].[Position],20220531,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220531,,NOT_YET_LOADED
[AUMHistory].[Investor],20220429,,NOT_YET_LOADED
[AUMHistory].[Position],20220429,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220429,,NOT_YET_LOADED
[AUMHistory].[Investor],20220331,,NOT_YET_LOADED
[AUMHistory].[Position],20220331,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220331,,NOT_YET_LOADED
[AUMHistory].[Investor],20220228,,NOT_YET_LOADED
[AUMHistory].[Position],20220228,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220228,,NOT_YET_LOADED
[AUMHistory].[Investor],20220131,,NOT_YET_LOADED
[AUMHistory].[Position],20220131,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20220131,,NOT_YET_LOADED
[AUMHistory].[Investor],20211231,,NOT_YET_LOADED
[AUMHistory].[Position],20211231,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20211231,,NOT_YET_LOADED
[AUMHistory].[Investor],20211130,,NOT_YET_LOADED
[AUMHistory].[Position],20211130,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20211130,,NOT_YET_LOADED
[AUMHistory].[Investor],20211029,,NOT_YET_LOADED
[AUMHistory].[Position],20211029,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20211029,,NOT_YET_LOADED
[AUMHistory].[Investor],20210930,,NOT_YET_LOADED
[AUMHistory].[Position],20210930,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210930,,NOT_YET_LOADED
[AUMHistory].[Investor],20210831,,NOT_YET_LOADED
[AUMHistory].[Position],20210831,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210831,,NOT_YET_LOADED
[AUMHistory].[Investor],20210730,,NOT_YET_LOADED
[AUMHistory].[Position],20210730,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210730,,NOT_YET_LOADED
[AUMHistory].[Investor],20210630,,NOT_YET_LOADED
[AUMHistory].[Position],20210630,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210630,,NOT_YET_LOADED
[AUMHistory].[Investor],20210528,,NOT_YET_LOADED
[AUMHistory].[Position],20210528,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210528,,NOT_YET_LOADED
[AUMHistory].[Investor],20210430,,NOT_YET_LOADED
[AUMHistory].[Position],20210430,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210430,,NOT_YET_LOADED
[AUMHistory].[Investor],20210331,,NOT_YET_LOADED
[AUMHistory].[Position],20210331,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210331,,NOT_YET_LOADED
[AUMHistory].[Investor],20210226,,NOT_YET_LOADED
[AUMHistory].[Position],20210226,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210226,,NOT_YET_LOADED
[AUMHistory].[Investor],20210129,,NOT_YET_LOADED
[AUMHistory].[Position],20210129,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20210129,,NOT_YET_LOADED
[AUMHistory].[Investor],20201231,,NOT_YET_LOADED
[AUMHistory].[Position],20201231,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20201231,,NOT_YET_LOADED
[AUMHistory].[Investor],20201130,,NOT_YET_LOADED
[AUMHistory].[Position],20201130,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20201130,,NOT_YET_LOADED
[AUMHistory].[Investor],20201030,,NOT_YET_LOADED
[AUMHistory].[Position],20201030,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20201030,,NOT_YET_LOADED
[AUMHistory].[Investor],20200930,,NOT_YET_LOADED
[AUMHistory].[Position],20200930,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200930,,NOT_YET_LOADED
[AUMHistory].[Investor],20200831,,NOT_YET_LOADED
[AUMHistory].[Position],20200831,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200831,,NOT_YET_LOADED
[AUMHistory].[Investor],20200731,,NOT_YET_LOADED
[AUMHistory].[Position],20200731,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200731,,NOT_YET_LOADED
[AUMHistory].[Investor],20200630,,NOT_YET_LOADED
[AUMHistory].[Position],20200630,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200630,,NOT_YET_LOADED
[AUMHistory].[Investor],20200529,,NOT_YET_LOADED
[AUMHistory].[Position],20200529,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200529,,NOT_YET_LOADED
[AUMHistory].[Investor],20200430,,NOT_YET_LOADED
[AUMHistory].[Position],20200430,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200430,,NOT_YET_LOADED
[AUMHistory].[Investor],20200331,,NOT_YET_LOADED
[AUMHistory].[Position],20200331,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200331,,NOT_YET_LOADED
[AUMHistory].[Investor],20200228,,NOT_YET_LOADED
[AUMHistory].[Position],20200228,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200228,,NOT_YET_LOADED
[AUMHistory].[Investor],20200131,,NOT_YET_LOADED
[AUMHistory].[Position],20200131,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20200131,,NOT_YET_LOADED
[AUMHistory].[Investor],20191231,,NOT_YET_LOADED
[AUMHistory].[Position],20191231,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20191231,,NOT_YET_LOADED
[AUMHistory].[Investor],20191129,,NOT_YET_LOADED
[AUMHistory].[Position],20191129,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20191129,,NOT_YET_LOADED
[AUMHistory].[Investor],20191031,,NOT_YET_LOADED
[AUMHistory].[Position],20191031,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20191031,,NOT_YET_LOADED
[AUMHistory].[Investor],20190930,,NOT_YET_LOADED
[AUMHistory].[Position],20190930,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190930,,NOT_YET_LOADED
[AUMHistory].[Investor],20190830,,NOT_YET_LOADED
[AUMHistory].[Position],20190830,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190830,,NOT_YET_LOADED
[AUMHistory].[Investor],20190731,,NOT_YET_LOADED
[AUMHistory].[Position],20190731,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190731,,NOT_YET_LOADED
[AUMHistory].[Investor],20190628,,NOT_YET_LOADED
[AUMHistory].[Position],20190628,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190628,,NOT_YET_LOADED
[AUMHistory].[Investor],20190531,,NOT_YET_LOADED
[AUMHistory].[Position],20190531,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190531,,NOT_YET_LOADED
[AUMHistory].[Investor],20190430,,NOT_YET_LOADED
[AUMHistory].[Position],20190430,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190430,,NOT_YET_LOADED
[AUMHistory].[Investor],20190329,,NOT_YET_LOADED
[AUMHistory].[Position],20190329,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190329,,NOT_YET_LOADED
[AUMHistory].[Investor],20190228,,NOT_YET_LOADED
[AUMHistory].[Position],20190228,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190228,,NOT_YET_LOADED
[AUMHistory].[Investor],20190131,,NOT_YET_LOADED
[AUMHistory].[Position],20190131,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20190131,,NOT_YET_LOADED
[AUMHistory].[Investor],20181231,,NOT_YET_LOADED
[AUMHistory].[Position],20181231,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20181231,,NOT_YET_LOADED
[AUMHistory].[Investor],20181130,,NOT_YET_LOADED
[AUMHistory].[Position],20181130,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20181130,,NOT_YET_LOADED
[AUMHistory].[Investor],20181031,,NOT_YET_LOADED
[AUMHistory].[Position],20181031,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20181031,,NOT_YET_LOADED
[AUMHistory].[Investor],20180928,,NOT_YET_LOADED
[AUMHistory].[Position],20180928,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180928,,NOT_YET_LOADED
[AUMHistory].[Investor],20180831,,NOT_YET_LOADED
[AUMHistory].[Position],20180831,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180831,,NOT_YET_LOADED
[AUMHistory].[Investor],20180731,,NOT_YET_LOADED
[AUMHistory].[Position],20180731,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180731,,NOT_YET_LOADED
[AUMHistory].[Investor],20180629,,NOT_YET_LOADED
[AUMHistory].[Position],20180629,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180629,,NOT_YET_LOADED
[AUMHistory].[Investor],20180531,,NOT_YET_LOADED
[AUMHistory].[Position],20180531,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180531,,NOT_YET_LOADED
[AUMHistory].[Investor],20180430,,NOT_YET_LOADED
[AUMHistory].[Position],20180430,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180430,,NOT_YET_LOADED
[AUMHistory].[Investor],20180329,,NOT_YET_LOADED
[AUMHistory].[Position],20180329,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180329,,NOT_YET_LOADED
[AUMHistory].[Investor],20180228,,NOT_YET_LOADED
[AUMHistory].[Position],20180228,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180228,,NOT_YET_LOADED
[AUMHistory].[Investor],20180131,,NOT_YET_LOADED
[AUMHistory].[Position],20180131,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20180131,,NOT_YET_LOADED
[AUMHistory].[Investor],20171229,,NOT_YET_LOADED
[AUMHistory].[Position],20171229,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20171229,,NOT_YET_LOADED
[AUMHistory].[Investor],20171130,,NOT_YET_LOADED
[AUMHistory].[Position],20171130,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20171130,,NOT_YET_LOADED
[AUMHistory].[Investor],20171031,,NOT_YET_LOADED
[AUMHistory].[Position],20171031,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20171031,,NOT_YET_LOADED
[AUMHistory].[Investor],20170929,,NOT_YET_LOADED
[AUMHistory].[Position],20170929,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170929,,NOT_YET_LOADED
[AUMHistory].[Investor],20170831,,NOT_YET_LOADED
[AUMHistory].[Position],20170831,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170831,,NOT_YET_LOADED
[AUMHistory].[Investor],20170731,,NOT_YET_LOADED
[AUMHistory].[Position],20170731,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170731,,NOT_YET_LOADED
[AUMHistory].[Investor],20170630,,NOT_YET_LOADED
[AUMHistory].[Position],20170630,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170630,,NOT_YET_LOADED
[AUMHistory].[Investor],20170531,,NOT_YET_LOADED
[AUMHistory].[Position],20170531,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170531,,NOT_YET_LOADED
[AUMHistory].[Investor],20170428,,NOT_YET_LOADED
[AUMHistory].[Position],20170428,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170428,,NOT_YET_LOADED
[AUMHistory].[Investor],20170331,,NOT_YET_LOADED
[AUMHistory].[Position],20170331,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170331,,NOT_YET_LOADED
[AUMHistory].[Investor],20170228,,NOT_YET_LOADED
[AUMHistory].[Position],20170228,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170228,,NOT_YET_LOADED
[AUMHistory].[Investor],20170131,,NOT_YET_LOADED
[AUMHistory].[Position],20170131,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20170131,,NOT_YET_LOADED
[AUMHistory].[Investor],20161230,,NOT_YET_LOADED
[AUMHistory].[Position],20161230,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20161230,,NOT_YET_LOADED
[AUMHistory].[Investor],20161130,,NOT_YET_LOADED
[AUMHistory].[Position],20161130,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20161130,,NOT_YET_LOADED
[AUMHistory].[Investor],20161031,,NOT_YET_LOADED
[AUMHistory].[Position],20161031,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20161031,,NOT_YET_LOADED
[AUMHistory].[Investor],20160930,,NOT_YET_LOADED
[AUMHistory].[Position],20160930,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160930,,NOT_YET_LOADED
[AUMHistory].[Investor],20160831,,NOT_YET_LOADED
[AUMHistory].[Position],20160831,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160831,,NOT_YET_LOADED
[AUMHistory].[Investor],20160729,,NOT_YET_LOADED
[AUMHistory].[Position],20160729,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160729,,NOT_YET_LOADED
[AUMHistory].[Investor],20160630,,NOT_YET_LOADED
[AUMHistory].[Position],20160630,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160630,,NOT_YET_LOADED
[AUMHistory].[Investor],20160531,,NOT_YET_LOADED
[AUMHistory].[Position],20160531,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160531,,NOT_YET_LOADED
[AUMHistory].[Investor],20160429,,NOT_YET_LOADED
[AUMHistory].[Position],20160429,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160429,,NOT_YET_LOADED
[AUMHistory].[Investor],20160331,,NOT_YET_LOADED
[AUMHistory].[Position],20160331,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160331,,NOT_YET_LOADED
[AUMHistory].[Investor],20160229,,NOT_YET_LOADED
[AUMHistory].[Position],20160229,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160229,,NOT_YET_LOADED
[AUMHistory].[Investor],20160129,,NOT_YET_LOADED
[AUMHistory].[Position],20160129,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20160129,,NOT_YET_LOADED
[AUMHistory].[Investor],20151231,,NOT_YET_LOADED
[AUMHistory].[Position],20151231,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20151231,,NOT_YET_LOADED
[AUMHistory].[Investor],20151130,,NOT_YET_LOADED
[AUMHistory].[Position],20151130,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20151130,,NOT_YET_LOADED
[AUMHistory].[Investor],20151030,,NOT_YET_LOADED
[AUMHistory].[Position],20151030,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20151030,,NOT_YET_LOADED
[AUMHistory].[Investor],20150930,,NOT_YET_LOADED
[AUMHistory].[Position],20150930,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150930,,NOT_YET_LOADED
[AUMHistory].[Investor],20150831,,NOT_YET_LOADED
[AUMHistory].[Position],20150831,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150831,,NOT_YET_LOADED
[AUMHistory].[Investor],20150731,,NOT_YET_LOADED
[AUMHistory].[Position],20150731,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150731,,NOT_YET_LOADED
[AUMHistory].[Investor],20150630,,NOT_YET_LOADED
[AUMHistory].[Position],20150630,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150630,,NOT_YET_LOADED
[AUMHistory].[Investor],20150529,,NOT_YET_LOADED
[AUMHistory].[Position],20150529,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150529,,NOT_YET_LOADED
[AUMHistory].[Investor],20150430,,NOT_YET_LOADED
[AUMHistory].[Position],20150430,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150430,,NOT_YET_LOADED
[AUMHistory].[Investor],20150331,,NOT_YET_LOADED
[AUMHistory].[Position],20150331,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150331,,NOT_YET_LOADED
[AUMHistory].[Investor],20150227,,NOT_YET_LOADED
[AUMHistory].[Position],20150227,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150227,,NOT_YET_LOADED
[AUMHistory].[Investor],20150130,,NOT_YET_LOADED
[AUMHistory].[Position],20150130,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20150130,,NOT_YET_LOADED
[AUMHistory].[Investor],20141231,,NOT_YET_LOADED
[AUMHistory].[Position],20141231,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20141231,,NOT_YET_LOADED
[AUMHistory].[Investor],20141128,,NOT_YET_LOADED
[AUMHistory].[Position],20141128,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20141128,,NOT_YET_LOADED
[AUMHistory].[Investor],20141031,,NOT_YET_LOADED
[AUMHistory].[Position],20141031,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20141031,,NOT_YET_LOADED
[AUMHistory].[Investor],20140930,,NOT_YET_LOADED
[AUMHistory].[Position],20140930,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140930,,NOT_YET_LOADED
[AUMHistory].[Investor],20140829,,NOT_YET_LOADED
[AUMHistory].[Position],20140829,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140829,,NOT_YET_LOADED
[AUMHistory].[Investor],20140731,,NOT_YET_LOADED
[AUMHistory].[Position],20140731,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140731,,NOT_YET_LOADED
[AUMHistory].[Investor],20140630,,NOT_YET_LOADED
[AUMHistory].[Position],20140630,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140630,,NOT_YET_LOADED
[AUMHistory].[Investor],20140530,,NOT_YET_LOADED
[AUMHistory].[Position],20140530,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140530,,NOT_YET_LOADED
[AUMHistory].[Investor],20140430,,NOT_YET_LOADED
[AUMHistory].[Position],20140430,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140430,,NOT_YET_LOADED
[AUMHistory].[Investor],20140331,,NOT_YET_LOADED
[AUMHistory].[Position],20140331,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140331,,NOT_YET_LOADED
[AUMHistory].[Investor],20140228,,NOT_YET_LOADED
[AUMHistory].[Position],20140228,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140228,,NOT_YET_LOADED
[AUMHistory].[Investor],20140131,,NOT_YET_LOADED
[AUMHistory].[Position],20140131,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20140131,,NOT_YET_LOADED
[AUMHistory].[Investor],20131231,,NOT_YET_LOADED
[AUMHistory].[Position],20131231,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20131231,,NOT_YET_LOADED
[AUMHistory].[Investor],20131129,,NOT_YET_LOADED
[AUMHistory].[Position],20131129,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20131129,,NOT_YET_LOADED
[AUMHistory].[Investor],20131031,,NOT_YET_LOADED
[AUMHistory].[Position],20131031,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20131031,,NOT_YET_LOADED
[AUMHistory].[Investor],20130930,,NOT_YET_LOADED
[AUMHistory].[Position],20130930,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130930,,NOT_YET_LOADED
[AUMHistory].[Investor],20130829,,NOT_YET_LOADED
[AUMHistory].[Position],20130829,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130829,,NOT_YET_LOADED
[AUMHistory].[Investor],20130731,,NOT_YET_LOADED
[AUMHistory].[Position],20130731,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130731,,NOT_YET_LOADED
[AUMHistory].[Investor],20130628,,NOT_YET_LOADED
[AUMHistory].[Position],20130628,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130628,,NOT_YET_LOADED
[AUMHistory].[Investor],20130531,,NOT_YET_LOADED
[AUMHistory].[Position],20130531,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130531,,NOT_YET_LOADED
[AUMHistory].[Investor],20130430,,NOT_YET_LOADED
[AUMHistory].[Position],20130430,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130430,,NOT_YET_LOADED
[AUMHistory].[Investor],20130328,,NOT_YET_LOADED
[AUMHistory].[Position],20130328,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130328,,NOT_YET_LOADED
[AUMHistory].[Investor],20130228,,NOT_YET_LOADED
[AUMHistory].[Position],20130228,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130228,,NOT_YET_LOADED
[AUMHistory].[Investor],20130131,,NOT_YET_LOADED
[AUMHistory].[Position],20130131,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20130131,,NOT_YET_LOADED
[AUMHistory].[Investor],20121231,,NOT_YET_LOADED
[AUMHistory].[Position],20121231,,NOT_YET_LOADED
[AUMHistory].[ExternalAccount],20121231,,NOT_YET_LOADED
